chr	start	end	leaf	fruit
chr	start	end	mid	leaf	fruit	mean_RPKM	max_RPKM	geneN
Chr09A	1050000	1080000	1065000	9.31003377777778	11.8489607777778	10.5794972777778	12.7898522222222	9
Chr09A	1080000	1110000	1095000	6.8801285	4.93821116666667	5.90916983333333	8.2896375	6
Chr09A	1110000	1140000	1125000	55.9438552857143	17.0045468571429	36.4742010714286	58.8975345714286	7
Chr09A	1140000	1170000	1155000	14.2626238	14.3015262	14.282075	16.4742022	10
Chr09A	1170000	1200000	1185000	7.55266657142857	15.2354507142857	11.3940586428571	16.4452797142857	7
Chr09A	1200000	1230000	1215000	12.6549571428571	24.7477685714286	18.7013628571429	25.1878997142857	7
Chr09A	1230000	1260000	1245000	6.331022	8.538136	7.434579	9.144399	5
Chr09A	1260000	1290000	1275000	1.84143433333333	3.59749566666667	2.719465	3.59749566666667	3
Chr09A	1290000	1320000	1305000	1.475052	2.66411475	2.069583375	2.78699775	4
Chr09A	1320000	1350000	1335000	0.116536	0.140921	0.1287285	0.140921	1
Chr09A	1350000	1380000	1365000	0.5518185	1.388045	0.96993175	1.4032445	2
Chr09A	1380000	1410000	1395000	3.479717	18.420804	10.9502605	18.420804	1
Chr09A	1410000	1440000	1425000	27.6830783333333	20.1164583333333	23.8997683333333	27.7191663333333	3
Chr09A	1440000	1470000	1455000	28.3735885	35.3670226666667	31.8703055833333	35.9094503333333	6
Chr09A	1470000	1500000	1485000	3.10835966666667	12.3898076666667	7.74908366666667	12.3898076666667	3
Chr09A	1500000	1530000	1515000	6.13822185714286	7.83888357142857	6.98855271428571	7.85468542857143	7
Chr09A	1530000	1560000	1545000	10.4514342	13.3162062	11.8838202	13.3162062	5
Chr09A	1560000	1590000	1575000	2.1464462	3.5007626	2.8236044	3.6521294	5
Chr09A	1590000	1620000	1605000	41.590921	28.8386178571429	35.2147694285714	41.8432121428571	7
Chr09A	1620000	1650000	1635000	63.7755048	74.6351168	69.2053108	80.5353822	5
Chr09A	1650000	1680000	1665000	110.715972	34.6193502	72.6676611	125.3468856	5
Chr09A	1680000	1710000	1695000	11.5133225	13.3610545	12.4371885	13.3610545	2
Chr09A	1710000	1740000	1725000	564.28839	9.1506982	286.7195441	564.989477	5
Chr09A	1740000	1770000	1755000	1.26559083333333	3.3627715	2.31418116666667	3.3627715	6
Chr09A	1770000	1800000	1785000	5.16575233333333	11.6275476666667	8.39665	11.6275476666667	6
Chr09A	1800000	1830000	1815000	21.9848204	28.8323274	25.4085739	32.5441098	5
Chr09A	1830000	1860000	1845000	26.501936	7.87125216666667	17.1865940833333	26.9884611666667	6
Chr09A	1860000	1890000	1875000	44.845389	53.57213975	49.208764375	57.30516225	4
Chr09A	1890000	1920000	1905000	2.94660933333333	6.6164075	4.78150841666667	6.6164075	6
Chr09A	1920000	1950000	1935000	3.8238182	6.0947138	4.959266	6.4255452	5
Chr09A	1950000	1980000	1965000	7.7321445	15.2079375	11.470041	15.6029186666667	6
Chr09A	1980000	2010000	1995000	6.3760455	12.7965285	9.586287	12.7965285	2
Chr09A	2010000	2040000	2025000	5.16186814285714	11.1864717142857	8.17416992857143	11.8285075714286	7
Chr09A	2040000	2070000	2055000	34.3485114	46.1902292	40.2693703	46.1902292	5
Chr09A	2070000	2100000	2085000	13.2443065	8.8875415	11.065924	14.574301	6
Chr09A	2100000	2130000	2115000	29.5268501666667	27.4323336666667	28.4795919166667	33.5017505	6
Chr09A	2130000	2160000	2145000	11.1427333333333	12.6987926666667	11.920763	13.0523676666667	3
Chr09A	2160000	2190000	2175000	1.8322465	2.44936175	2.140804125	2.483146	4
Chr09A	2190000	2220000	2205000	15.0542482857143	12.3981765714286	13.7262124285714	19.1234041428571	7
Chr09A	2220000	2250000	2235000	8.4362375	14.5199481666667	11.4780928333333	14.5463501666667	6
Chr09A	2250000	2280000	2265000	1.389082	1.094675	1.2418785	1.389082	1
Chr09A	2280000	2310000	2295000	9.7529055	4.5254725	7.139189	9.7529055	2
Chr09A	2310000	2340000	2325000	0.172013285714286	0.898227571428571	0.535120428571429	0.946005714285714	7
Chr09A	2340000	2370000	2355000	5.14181866666667	38.6028933333333	21.872356	39.0105026666667	3
Chr09A	2370000	2400000	2385000	15.3155857142857	20.6580532857143	17.9868195	21.0815442857143	7
Chr09A	2400000	2430000	2415000	7.344068	15.109963	11.2270155	15.109963	3
Chr09A	2430000	2460000	2445000	3.55523725	21.912875	12.734056125	21.94463075	4
Chr09A	2460000	2490000	2475000	22.4999468333333	26.3046395	24.4022931666667	26.3046395	6
Chr09A	2490000	2520000	2505000	48.3097268333333	29.3058848333333	38.8078058333333	49.1402206666667	6
Chr09A	2520000	2550000	2535000	3.7985812	3.0224506	3.4105159	4.165902	5
Chr09A	2550000	2580000	2565000	7.256997	29.7405	18.4987485	29.7405	3
Chr09A	2580000	2610000	2595000	41.924269	24.5156775	33.21997325	41.924269	2
Chr09A	2610000	2640000	2625000	55.365476	50.100252	52.732864	59.6086928	5
Chr09A	2640000	2670000	2655000	2.920158	0.830131833333333	1.87514491666667	3.02980733333333	6
Chr09A	2670000	2700000	2685000	39.96126575	53.40867075	46.68496825	53.40867075	4
Chr09A	2700000	2730000	2715000	15.8056515	41.6414455	28.7235485	41.6414455	2
Chr09A	2730000	2760000	2745000	8.28213	5.91773871428571	7.09993435714286	10.025747	7
Chr09A	2760000	2790000	2775000	6.69022085714286	5.25332514285714	5.971773	7.52898985714286	7
Chr09A	2790000	2820000	2805000	13.4563455	47.9833048333333	30.7198251666667	49.6092716666667	6
Chr09A	2820000	2850000	2835000	7.5378604	6.9481598	7.2430101	7.5378604	5
Chr09A	2850000	2880000	2865000	1.332394	5.153638	3.243016	5.153638	1
Chr09A	2880000	2910000	2895000	13.0106778	4.0668218	8.5387498	13.0319442	5
Chr09A	2910000	2940000	2925000	18.5558014	12.5274408	15.5416211	18.8455546	5
Chr09A	2940000	2970000	2955000	56.6205898	47.3183734	51.9694816	61.4057306	5
Chr09A	2970000	3e+06	2985000	12.832356	14.1242681428571	13.4783120714286	14.9609144285714	7
Chr09A	3e+06	3030000	3015000	6.836819	4.45389885714286	5.64535892857143	9.06120885714286	7
Chr09A	3030000	3060000	3045000	1.49246266666667	11.8388023333333	6.6656325	11.993409	3
Chr09A	3060000	3090000	3075000	11.8791542	31.5676182	21.7233862	31.5676182	5
Chr09A	3090000	3120000	3105000	0.418902125	0.611900375	0.51540125	0.65528675	8
Chr09A	3120000	3150000	3135000	0	0	0	0	2
Chr09A	3150000	3180000	3165000	11.16168225	15.900584	13.531133125	15.91378675	4
Chr09A	3180000	3210000	3195000	4.540948	6.25233966666667	5.39664383333333	8.07833366666667	3
Chr09A	3210000	3240000	3225000	14.6475011666667	14.9434316666667	14.7954664166667	18.2201635	6
Chr09A	3240000	3270000	3255000	6.44973311111111	6.018683	6.23420805555556	6.694959	9
Chr09A	3270000	3300000	3285000	17.1898224	39.6666996	28.428261	39.6666996	5
Chr09A	3300000	3330000	3315000	30.6007484285714	28.4741091428571	29.5374287857143	32.7941014285714	7
Chr09A	3330000	3360000	3345000	1.106994	3.48379275	2.295393375	3.54060325	4
Chr09A	3360000	3390000	3375000	31.4629196666667	8.51775083333333	19.99033525	32.0428603333333	6
Chr09A	3390000	3420000	3405000	8.36375883333333	8.4647605	8.41425966666667	8.75590533333333	6
Chr09A	3420000	3450000	3435000	10.6989416	8.2522668	9.4756042	11.5177624	5
Chr09A	3450000	3480000	3465000	17.1755945	7.84836533333333	12.5119799166667	18.1106206666667	6
Chr09A	3480000	3510000	3495000	3.2952168	3.5472495	3.42123315	3.5757603	10
Chr09A	3510000	3540000	3525000	25.778557	24.039966	24.9092615	25.816476	3
Chr09A	3540000	3570000	3555000	103.5530586	244.9939182	174.2734884	251.457575	5
Chr09A	3570000	3600000	3585000	7.917905	13.2338423333333	10.5758736666667	13.2338423333333	3
Chr09A	3600000	3630000	3615000	401.3974605	861.320268	631.35886425	861.3268045	2
Chr09A	3630000	3660000	3645000	10.783748	13.4915655	12.13765675	13.5786255	2
Chr09A	3660000	3690000	3675000	2.05735657142857	2.94865314285714	2.50300485714286	3.411504	7
Chr09A	3690000	3720000	3705000	36.527589	12.624407	24.575998	39.7809236666667	3
Chr09A	3720000	3750000	3735000	9.632907	6.6547475	8.14382725	9.99656575	4
Chr09A	3750000	3780000	3765000	32.4307066666667	38.5373426666667	35.4840246666667	68.6596403333333	3
Chr09A	3780000	3810000	3795000	27.4010033333333	20.6217893333333	24.0113963333333	27.4602163333333	3
Chr09A	3810000	3840000	3825000	218.692363333333	2116.86148	1167.77692166667	2116.86148	3
Chr09A	3840000	3870000	3855000	14.4420275	751.064719	382.75337325	751.064719	2
Chr09A	3870000	3900000	3885000	135.744667	14.7996735	75.27217025	139.7678815	2
Chr09A	3900000	3930000	3915000	8.88527333333333	8.66603583333333	8.77565458333333	9.899207	6
Chr09A	3930000	3960000	3945000	6.199785	14.9674445	10.58361475	14.9674445	6
Chr09A	3960000	3990000	3975000	8.30656142857143	8.528213	8.41738721428571	10.0895631428571	7
Chr09A	3990000	4020000	4005000	8.8731002	16.507058	12.6900791	16.507058	5
Chr09A	4020000	4050000	4035000	7.01519728571429	10.6508492857143	8.83302328571428	10.652442	7
Chr09A	4050000	4080000	4065000	10.7433216	31.5255386	21.1344301	31.5255386	5
Chr09A	4080000	4110000	4095000	115.867569	19.0288545	67.44821175	117.7456805	6
Chr09A	4110000	4140000	4125000	97.176477	89.1875855	93.18203125	100.8040925	6
Chr09A	4140000	4170000	4155000	7.666771	3.716905	5.691838	8.1934124	5
Chr09A	4170000	4200000	4185000	11.344827	22.218313	16.78157	22.24591575	4
Chr09A	4200000	4230000	4215000	2.46261025	2.771602	2.617106125	2.77701125	4
Chr09A	4230000	4260000	4245000	14.4422094285714	10.1843412857143	12.3132753571429	15.135259	7
Chr09A	4260000	4290000	4275000	29.8550921428571	27.9769104285714	28.9160012857143	31.2658472857143	7
Chr09A	4290000	4320000	4305000	0.658595	0	0.3292975	0.658595	1
Chr09A	4320000	4350000	4335000	7.101748	4.610016	5.855882	7.5634135	2
Chr09A	4350000	4380000	4365000	0	0	0	0	1
Chr09A	4380000	4410000	4395000	228.817023	321.6813	275.2491615	321.6813	1
Chr09A	4410000	4440000	4425000	34.141804	7.65962925	20.900716625	34.141804	4
Chr09A	4440000	4470000	4455000	57.7965912	53.6664818	55.7315365	60.5000544	5
Chr09A	4470000	4500000	4485000	15.9533385	14.78167075	15.367504625	17.73660175	4
Chr09A	4500000	4530000	4515000	1.42835025	0.23321225	0.83078125	1.42835025	4
Chr09A	4530000	4560000	4545000	33.9318212857143	14.6993027142857	24.315562	34.7205712857143	7
Chr09A	4560000	4590000	4575000	4.961599	4.325633	4.643616	4.961599	2
Chr09A	4590000	4620000	4605000	48.748158	120.755666	84.751912	120.755666	1
Chr09A	4620000	4650000	4635000	6.70346	0.9236395	3.81354975	6.70346	2
Chr09A	4650000	4680000	4665000	0	0	0	0	0
Chr09A	4680000	4710000	4695000	0	0	0	0	3
Chr09A	4710000	4740000	4725000	30.5490738333333	65.3114878333333	47.9302808333333	65.9092491666667	6
Chr09A	4740000	4770000	4755000	8.8813922	34.0625406	21.4719664	34.0625406	5
Chr09A	4770000	4800000	4785000	82.0877958333333	17.065102	49.5764489166667	87.3460576666667	6
Chr09A	4800000	4830000	4815000	1.80732466666667	1.27294283333333	1.54013375	1.87270233333333	6
Chr09A	4830000	4860000	4845000	7.28502666666667	3.70239933333333	5.493713	7.28502666666667	6
Chr09A	4860000	4890000	4875000	4.56625533333333	4.44700216666667	4.50662875	5.38717783333333	6
Chr09A	4890000	4920000	4905000	20.9890263333333	34.3731685	27.6810974166667	39.3891843333333	6
Chr09A	4920000	4950000	4935000	14.367342875	13.456603	13.9119729375	14.526407625	8
Chr09A	4950000	4980000	4965000	3.03123533333333	2.198242	2.61473866666667	3.507104	6
Chr09A	4980000	5010000	4995000	3.169915	0.90234	2.0361275	3.169915	1
Chr09A	5010000	5040000	5025000	20.135469	12.677745	16.406607	20.135469	4
Chr09A	5040000	5070000	5055000	0	0	0	0	2
Chr09A	5070000	5100000	5085000	0.841838333333333	0.873812333333333	0.857825333333333	0.873812333333333	3
Chr09A	5100000	5130000	5115000	50.1577416	126.077282	88.1175118	149.6102956	5
Chr09A	5130000	5160000	5145000	1.6071945	2.98808675	2.297640625	2.98808675	4
Chr09A	5160000	5190000	5175000	177.7377985	34.3013265	106.0195625	177.7377985	2
Chr09A	5190000	5220000	5205000	3.31141	1.443704	2.377557	3.31141	1
Chr09A	5220000	5250000	5235000	4.17189666666667	5.87550833333333	5.0237025	5.90457216666667	6
Chr09A	5250000	5280000	5265000	1.3450395	3.77143725	2.558238375	3.8559575	4
Chr09A	5280000	5310000	5295000	0.226796	0.117850666666667	0.172323333333333	0.226796	3
Chr09A	5310000	5340000	5325000	2.30133983333333	2.98185483333333	2.64159733333333	3.248121	6
Chr09A	5340000	5370000	5355000	30.1108694	174.3628898	102.2368796	174.8279676	5
Chr09A	5370000	5400000	5385000	23.86404375	21.76023575	22.81213975	23.86404375	4
Chr09A	5400000	5430000	5415000	11.7277918333333	24.1013023333333	17.9145470833333	24.3961016666667	6
Chr09A	5430000	5460000	5445000	1.246244	2.1342392	1.6902416	2.1342392	5
Chr09A	5460000	5490000	5475000	13.7677914	9.3945182	11.5811548	14.5688072	5
Chr09A	5490000	5520000	5505000	4.82816285714286	7.34445042857143	6.08630664285714	7.42544457142857	7
Chr09A	5520000	5550000	5535000	9.604373	16.272143	12.938258	16.272143	1
Chr09A	5550000	5580000	5565000	7.13484	11.2030583333333	9.16894916666667	11.3596726666667	3
Chr09A	5580000	5610000	5595000	0	0	0	0	0
Chr09A	5610000	5640000	5625000	2.4815792	6.5212512	4.5014152	6.5212512	5
Chr09A	5640000	5670000	5655000	14.21668	8.0591535	11.13791675	14.21668	2
Chr09A	5670000	5700000	5685000	0.24414825	0.60271725	0.42343275	0.6844045	4
Chr09A	5700000	5730000	5715000	4.445334	4.4277895	4.43656175	4.90002916666667	6
Chr09A	5730000	5760000	5745000	9.5210466	14.8786126	12.1998296	15.0654986	5
Chr09A	5760000	5790000	5775000	13.3995805	12.2231925	12.8113865	13.666844	2
Chr09A	5790000	5820000	5805000	5.672926	10.014263	7.8435945	10.014263	3
Chr09A	5820000	5850000	5835000	6.95874666666667	2.04842133333333	4.503584	6.95874666666667	3
Chr09A	5850000	5880000	5865000	3.08274525	2.07596475	2.579355	3.08274525	4
Chr09A	5880000	5910000	5895000	15.6790242857143	16.7733021428571	16.2261632142857	17.864135	7
Chr09A	5910000	5940000	5925000	22.94891	22.5964176	22.7726638	27.0792502	5
Chr09A	5940000	5970000	5955000	5.8424892	4.9887638	5.4156265	8.145246	5
Chr09A	5970000	6e+06	5985000	21.181593	37.6343246666667	29.4079588333333	38.7602271666667	6
Chr09A	6e+06	6030000	6015000	1.19482125	1.03807925	1.11645025	1.24057675	4
Chr09A	6030000	6060000	6045000	1.45230175	2.420269	1.936285375	2.420269	4
Chr09A	6060000	6090000	6075000	20.971006	9.1215336	15.0462698	21.4049548	5
Chr09A	6090000	6120000	6105000	15.614207	16.2584145714286	15.9363107857143	21.1398522857143	7
Chr09A	6120000	6150000	6135000	6.34892233333333	5.54756366666667	5.948243	6.34892233333333	3
Chr09A	6150000	6180000	6165000	66.4809033333333	66.6373426666667	66.559123	82.33239	3
Chr09A	6180000	6210000	6195000	0.0371296666666667	0.035771	0.0364503333333333	0.0540643333333333	3
Chr09A	6210000	6240000	6225000	4.174427	3.73326375	3.953845375	4.32098625	4
Chr09A	6240000	6270000	6255000	169.773876	109.3130215	139.54344875	169.773876	2
Chr09A	6270000	6300000	6285000	8.7594475	8.72254475	8.740996125	10.2739675	4
Chr09A	6300000	6330000	6315000	12.4354204	12.2410016	12.338211	13.9354742	5
Chr09A	6330000	6360000	6345000	148.217226	18.5051595	83.36119275	148.217226	2
Chr09A	6360000	6390000	6375000	15.2122026	4.3443232	9.7782629	15.25359	5
Chr09A	6390000	6420000	6405000	9.73350928571429	7.90905785714286	8.82128357142857	12.1352235714286	7
Chr09A	6420000	6450000	6435000	27.374154	30.72003075	29.047092375	33.033013	8
Chr09A	6450000	6480000	6465000	0	1.13656733333333	0.568283666666667	1.13656733333333	3
Chr09A	6480000	6510000	6495000	0	0	0	0	2
Chr09A	6510000	6540000	6525000	37.50196175	31.17941825	34.34069	41.11035475	4
Chr09A	6540000	6570000	6555000	7.9259956	6.9317602	7.4288779	10.8071736	5
Chr09A	6570000	6600000	6585000	1.802471	0	0.9012355	1.802471	1
Chr09A	6600000	6630000	6615000	3.192528	1.0642418	2.1283849	3.192528	5
Chr09A	6630000	6660000	6645000	11.83403175	10.62131575	11.22767375	14.0749945	4
Chr09A	6660000	6690000	6675000	7.0850515	10.6392125	8.862132	12.0496865	6
Chr09A	6690000	6720000	6705000	11.91633675	5.83881675	8.87757675	12.190429	4
Chr09A	6720000	6750000	6735000	18.320535	23.1133655	20.71695025	23.46918225	4
Chr09A	6750000	6780000	6765000	275.839291	49.22480925	162.532050125	276.817473	4
Chr09A	6780000	6810000	6795000	12.1443921666667	19.228356	15.6863740833333	20.3583485	6
Chr09A	6810000	6840000	6825000	5.942775	8.4465615	7.19466825	9.20716	4
Chr09A	6840000	6870000	6855000	0.062877	0.164345	0.113611	0.164345	1
Chr09A	6870000	6900000	6885000	0.011631	0	0.0058155	0.011631	1
Chr09A	6900000	6930000	6915000	0.0101475	0.0221335	0.0161405	0.0221335	2
Chr09A	6930000	6960000	6945000	0.0138813333333333	0.0601273333333333	0.0370043333333333	0.060233	3
Chr09A	6960000	6990000	6975000	0	0.134866	0.067433	0.134866	1
Chr09A	6990000	7020000	7005000	0.095974	0.0615103333333333	0.0787421666666667	0.109973	3
Chr09A	7020000	7050000	7035000	1.621794	1.50058125	1.561187625	1.69939175	4
Chr09A	7050000	7080000	7065000	0.092776	0.2980665	0.19542125	0.2980665	2
Chr09A	7080000	7110000	7095000	0.082838	0.079281	0.0810595	0.082838	1
Chr09A	7110000	7140000	7125000	0.192521	0.1677045	0.18011275	0.192521	2
Chr09A	7140000	7170000	7155000	1.50911633333333	1.196503	1.35280966666667	1.52216666666667	3
Chr09A	7170000	7200000	7185000	0.502427	0.350241	0.426334	0.597702	2
Chr09A	7200000	7230000	7215000	0.020295	0.285164	0.1527295	0.285164	1
Chr09A	7230000	7260000	7245000	0.128171666666667	0.133982666666667	0.131077166666667	0.179549333333333	3
Chr09A	7260000	7290000	7275000	0.006423	0.086235	0.046329	0.086235	1
Chr09A	7290000	7320000	7305000	9.217202	4.76603216666667	6.99161708333333	9.84990383333333	6
Chr09A	7320000	7350000	7335000	9.7407505	3.16373233333333	6.45224141666667	9.99908616666667	6
Chr09A	7350000	7380000	7365000	5.14648083333333	4.37259533333333	4.75953808333333	7.85639783333333	6
Chr09A	7380000	7410000	7395000	1.27968633333333	1.0595675	1.16962691666667	1.44451183333333	6
Chr09A	7410000	7440000	7425000	7.09374833333333	2.62732033333333	4.86053433333333	7.09374833333333	3
Chr09A	7440000	7470000	7455000	31.0530062	52.2138734	41.6334398	52.2138734	5
Chr09A	7470000	7500000	7485000	17.0258986	13.6562202	15.3410594	20.2291	5
Chr09A	7500000	7530000	7515000	46.304663	21.5691776666667	33.9369203333333	47.6031275	6
Chr09A	7530000	7560000	7545000	12.4297334	8.725498	10.5776157	12.825333	5
Chr09A	7560000	7590000	7575000	26.7087055	16.08861625	21.398660875	27.72049025	4
Chr09A	7590000	7620000	7605000	3.48955433333333	5.42302033333333	4.45628733333333	7.064228	3
Chr09A	7620000	7650000	7635000	0.5621145	0.21503075	0.388572625	0.615403	4
Chr09A	7650000	7680000	7665000	27.0529762	19.9601962	23.5065862	27.8406878	5
Chr09A	7680000	7710000	7695000	275.3816448	78.3497206	176.8656827	277.9207464	5
Chr09A	7710000	7740000	7725000	15.5293074	19.7212564	17.6252819	19.7212564	5
Chr09A	7740000	7770000	7755000	0.285732	0.252368	0.26905	0.285732	4
Chr09A	7770000	7800000	7785000	0.1173175	0.00887816666666667	0.0630978333333333	0.1173175	6
Chr09A	7800000	7830000	7815000	3.7577924	3.970845	3.8643187	4.7094836	5
Chr09A	7830000	7860000	7845000	6.26140825	2.2834405	4.272424375	6.42147525	4
Chr09A	7860000	7890000	7875000	16.8905613333333	23.6720316666667	20.2812965	24.0712715	6
Chr09A	7890000	7920000	7905000	42.5136514	74.6892236	58.6014375	74.9389104	5
Chr09A	7920000	7950000	7935000	0.5175452	0.2804784	0.3990118	0.5175452	5
Chr09A	7950000	7980000	7965000	17.31652825	32.20158225	24.75905525	40.09888125	4
Chr09A	7980000	8010000	7995000	19.803525	21.728766	20.7661455	23.78833925	4
Chr09A	8010000	8040000	8025000	14.59686975	16.4961195	15.546494625	19.5586815	4
Chr09A	8040000	8070000	8055000	0.745236	0.9964835	0.87085975	1.17051225	4
Chr09A	8070000	8100000	8085000	15.6151682	3.0880728	9.3516205	15.6309834	5
Chr09A	8100000	8130000	8115000	10.7214066	4.8778756	7.7996411	10.7214066	5
Chr09A	8130000	8160000	8145000	6.3344845	51.508736	28.92161025	55.4354785	6
Chr09A	8160000	8190000	8175000	19.7024221666667	6.02067083333333	12.8615465	20.3175243333333	6
Chr09A	8190000	8220000	8205000	10.76985375	8.5417305	9.655792125	11.10625825	4
Chr09A	8220000	8250000	8235000	0.20579	0.490793	0.3482915	0.490793	2
Chr09A	8250000	8280000	8265000	3.47636125	2.15695725	2.81665925	3.49896625	4
Chr09A	8280000	8310000	8295000	3.24033933333333	10.6612176666667	6.9507785	11.3432316666667	3
Chr09A	8310000	8340000	8325000	85.7363456666667	20.325977	53.0311613333333	86.0277306666667	3
Chr09A	8340000	8370000	8355000	45.0150935	8.5519855	26.7835395	45.0150935	2
Chr09A	8370000	8400000	8385000	34.896669	19.38337	27.1400195	34.896669	1
Chr09A	8400000	8430000	8415000	515.87486	131.967432333333	323.921146166667	516.816841	3
Chr09A	8430000	8460000	8445000	20.49515675	8.1255835	14.310370125	22.32689925	4
Chr09A	8460000	8490000	8475000	17.705387	35.833033	26.76921	36.6010753333333	3
Chr09A	8490000	8520000	8505000	0	0.943442	0.471721	0.943442	1
Chr09A	8520000	8550000	8535000	10.3017848333333	14.2812373333333	12.2915110833333	18.2700591666667	6
Chr09A	8550000	8580000	8565000	38.27740925	43.483985	40.880697125	43.77069675	4
Chr09A	8580000	8610000	8595000	14.0488973333333	44.6611986666667	29.355048	45.6972646666667	6
Chr09A	8610000	8640000	8625000	6.69993366666667	6.084849	6.39239133333333	7.45076033333333	3
Chr09A	8640000	8670000	8655000	1.0702535	0.474302	0.77227775	1.0702535	2
Chr09A	8670000	8700000	8685000	7.80724825	8.58860625	8.19792725	8.7321155	4
Chr09A	8700000	8730000	8715000	6.61129433333333	4.44636166666667	5.528828	6.61129433333333	3
Chr09A	8730000	8760000	8745000	2.6987658	1.006555	1.8526604	2.6987658	5
Chr09A	8760000	8790000	8775000	16.793857	22.290781	19.542319	22.290781	2
Chr09A	8790000	8820000	8805000	32.3554565	38.450782	35.40311925	44.368157	2
Chr09A	8820000	8850000	8835000	16.0654888	34.7557756	25.4106322	35.056216	5
Chr09A	8850000	8880000	8865000	0.040645	0.255684333333333	0.148164666666667	0.255684333333333	3
Chr09A	8880000	8910000	8895000	3.71165683333333	1.68962316666667	2.70064	4.20182466666667	6
Chr09A	8910000	8940000	8925000	1.2197515	0.488095	0.85392325	1.2197515	2
Chr09A	8940000	8970000	8955000	3.54084166666667	4.3613745	3.95110808333333	4.7412745	6
Chr09A	8970000	9e+06	8985000	0	2.175911	1.0879555	2.175911	1
Chr09A	9e+06	9030000	9015000	17.177062	15.552307	16.3646845	17.62129	2
Chr09A	9030000	9060000	9045000	4.87149433333333	16.175908	10.5237011666667	16.175908	3
Chr09A	9060000	9090000	9075000	4.6797405	3.9892025	4.3344715	4.6797405	2
Chr09A	9090000	9120000	9105000	1.775855	2.856381	2.316118	2.856381	2
Chr09A	9120000	9150000	9135000	10.715335	13.4873815	12.10135825	13.4873815	2
Chr09A	9150000	9180000	9165000	14.4122814285714	16.7892408571429	15.6007611428571	19.4622124285714	7
Chr09A	9180000	9210000	9195000	9.7822375	24.566277	17.17425725	25.286921	2
Chr09A	9210000	9240000	9225000	0.418647	0.49128575	0.454966375	0.49128575	4
Chr09A	9240000	9270000	9255000	11.27683725	11.067105	11.171971125	13.7463485	4
Chr09A	9270000	9300000	9285000	39.50251925	30.505151	35.003835125	39.921268	4
Chr09A	9300000	9330000	9315000	18.8195575	15.87074525	17.345151375	20.44103625	4
Chr09A	9330000	9360000	9345000	1.39115466666667	13.5961326666667	7.49364366666667	13.5961326666667	3
Chr09A	9360000	9390000	9375000	0.964494333333333	16.388575	8.67653466666667	16.388575	3
Chr09A	9390000	9420000	9405000	14.357126	22.9448185	18.65097225	24.239845	2
Chr09A	9420000	9450000	9435000	12.6705458571429	11.828265	12.2494054285714	13.696217	7
Chr09A	9450000	9480000	9465000	67.217501	69.767862	68.4926815	69.767862	1
Chr09A	9480000	9510000	9495000	97.46825875	85.83117325	91.649716	99.48589825	4
Chr09A	9510000	9540000	9525000	4.61855033333333	6.86951066666667	5.7440305	6.86951066666667	3
Chr09A	9540000	9570000	9555000	0	0	0	0	1
Chr09A	9570000	9600000	9585000	10.5228282	6.6095568	8.5661925	10.7382076	5
Chr09A	9600000	9630000	9615000	18.6064688	12.907309	15.7568889	19.5149488	5
Chr09A	9630000	9660000	9645000	7.357213875	6.985809	7.1715114375	7.99975775	8
Chr09A	9660000	9690000	9675000	30.29130725	36.1907045	33.241005875	37.3163275	4
Chr09A	9690000	9720000	9705000	25.7653383333333	25.7402486666667	25.7527935	29.4627763333333	3
Chr09A	9720000	9750000	9735000	7.968696	9.6064416	8.7875688	11.59773	5
Chr09A	9750000	9780000	9765000	5.918044	2.3121094	4.1150767	5.918044	5
Chr09A	9780000	9810000	9795000	3.058905	2.10762385714286	2.58326442857143	3.09983028571429	7
Chr09A	9810000	9840000	9825000	6.8641108	34.542193	20.7031519	34.5642852	5
Chr09A	9840000	9870000	9855000	0	0	0	0	2
Chr09A	9870000	9900000	9885000	30.156568	15.852782	23.004675	30.156568	2
Chr09A	9900000	9930000	9915000	0	0	0	0	0
Chr09A	9930000	9960000	9945000	10.271475	10.355834	10.3136545	10.5265535	2
Chr09A	9960000	9990000	9975000	0	0	0	0	1
Chr09A	9990000	10020000	10005000	0	0	0	0	0
Chr09A	10020000	10050000	10035000	0.454977	5.646828	3.0509025	5.646828	1
Chr09A	10050000	10080000	10065000	3.004991	9.087809	6.0464	9.087809	1
Chr09A	10080000	10110000	10095000	4.005621	7.10639	5.5560055	7.10639	1
Chr09A	10110000	10140000	10125000	12.24610525	15.060114	13.653109625	15.060114	4
Chr09A	10140000	10170000	10155000	34.610671	14.29969	24.4551805	34.610671	1
Chr09A	10170000	10200000	10185000	0	0.8325455	0.41627275	0.8325455	2
Chr09A	10200000	10230000	10215000	6.9743605	5.449629	6.21199475	7.003977	2
Chr09A	10230000	10260000	10245000	0	0.130211	0.0651055	0.130211	1
Chr09A	10260000	10290000	10275000	20.475112	11.3102175	15.89266475	22.00191975	4
Chr09A	10290000	10320000	10305000	4.23729025	3.57142775	3.904359	4.347591	4
Chr09A	10320000	10350000	10335000	0	0	0	0	0
Chr09A	10350000	10380000	10365000	0	0	0	0	0
Chr09A	10380000	10410000	10395000	0	0.059672	0.029836	0.059672	1
Chr09A	10410000	10440000	10425000	1.589929	1.37046875	1.480198875	1.589929	4
Chr09A	10440000	10470000	10455000	4.715051	5.61197733333333	5.16351416666667	5.61197733333333	3
Chr09A	10470000	10500000	10485000	16.102798	18.6670663333333	17.3849321666667	18.7491673333333	3
